shipment_id,product_id,supplier_id,route_id,shipment_date,expected_delivery_date,actual_delivery_date,shipment_status,transit_hours,quantity,unit_cost,recorded_temperature,required_temp_min,required_temp_max,deviation_c,temperature_excursion_flag,excursion_severity,excursion_duration_hours,delay_flag,delay_duration_hours,spoilage_risk_score,spoilage_risk_category,estimated_spoilage_qty,estimated_financial_loss
SHP00722,P004,S007,R003,2024-09-04,2024-09-10 06:53:46,,Cancelled,150.8,150.0,11.42,4.4,2,6,0.0,0,,0.0,,,1,Medium Risk,15,171.3
SHP00723,P007,S007,R016,2024-12-16,2024-12-19 21:39:17,2024-12-20 13:06:00,Delivered,109.1,400.0,12.06,2.0,0,4,0.0,0,,0.0,1.0,15.445277777777775,1,Medium Risk,40,482.4
SHP00724,P001,S003,R019,2024-04-21,2024-04-22 13:26:10,2024-04-24 08:09:36,Delivered,50.1,250.0,16.53,3.0,2,4,0.0,0,,0.0,1.0,42.72388888888889,3,High Risk,87,1438.11
SHP00725,P009,S009,R004,2024-03-28,2024-03-28 08:35:40,2024-03-28 08:00:00,Delivered,8.0,250.0,8.03,1.8,-1,2,0.0,0,,2.0,0.0,0.0,3,High Risk,87,698.61
SHP00726,P002,S004,R027,2024-04-17,2024-04-17 10:11:58,,Cancelled,13.2,100.0,6.75,2.7,2,4,0.0,0,,6.6,,,3,High Risk,35,236.25
SHP00727,P005,S007,R020,2024-05-30,2024-06-04 09:35:16,2024-06-06 17:38:24,Delivered,142.8,150.0,13.38,9.8,0,4,5.800000000000001,1,Severe,47.6,1.0,56.05222222222222,7,Critical Risk,112,1498.56
SHP00728,P019,S002,R024,2024-12-18,2024-12-22 19:36:20,2024-12-25 21:16:48,Delivered,118.3,500.0,9.85,10.2,8,12,0.0,0,,0.0,1.0,73.67444444444445,2,Medium Risk,50,492.5
SHP00729,P013,S003,R015,2024-04-28,2024-04-29 12:50:24,2024-04-30 01:12:00,Delivered,49.2,500.0,3.35,2.0,0,4,0.0,0,,16.4,1.0,12.36,3,High Risk,175,586.25
SHP00730,P016,S003,R021,2024-05-24,2024-05-27 04:01:09,2024-05-26 15:12:00,In Transit,63.2,100.0,19.67,2.4,0,4,0.0,0,,12.6,0.0,0.0,0,Low Risk,0,0.0
SHP00731,P013,S002,R024,2024-09-26,2024-09-30 21:40:22,2024-09-30 01:18:00,Delivered,97.3,100.0,3.35,1.5,0,4,0.0,0,,0.0,0.0,0.0,0,Low Risk,0,0.0
SHP00732,P005,S004,R025,2024-02-12,2024-02-18 01:57:01,2024-02-17 23:06:36,Delivered,130.1,300.0,13.38,8.7,0,4,4.699999999999999,1,Mild,0.0,0.0,0.0,1,Medium Risk,30,401.4
SHP00733,P016,S010,R015,2024-03-24,2024-03-25 13:09:36,2024-03-25 13:12:00,Delivered,37.2,100.0,19.67,1.1,0,4,0.0,0,,12.4,1.0,0.04,2,Medium Risk,10,196.7
SHP00734,P010,S002,R017,2024-07-31,2024-08-03 08:08:18,2024-08-02 16:36:00,Delivered,64.6,250.0,3.9,-17.6,-18,-15,0.0,0,,0.0,0.0,0.0,1,Medium Risk,25,97.5
SHP00735,P004,S008,R006,2024-02-26,2024-03-01 01:09:43,2024-02-29 11:24:00,Delivered,83.4,300.0,11.42,3.3,2,6,0.0,0,,16.7,0.0,0.0,1,Medium Risk,30,342.6
SHP00736,P020,S003,R006,2024-08-07,2024-08-10 19:05:09,2024-08-11 18:37:12,Delivered,104.2,250.0,23.51,2.7,0,4,0.0,0,,20.8,1.0,23.534166666666668,1,Medium Risk,25,587.75
SHP00737,P004,S005,R016,2024-12-04,2024-12-07 17:14:26,2024-12-10 11:50:24,Delivered,97.4,150.0,11.42,1.2,2,6,0.8,1,Mild,32.5,1.0,66.59944444444444,6,Critical Risk,112,1279.04
SHP00738,P013,S008,R024,2024-09-01,2024-09-05 08:02:21,2024-09-07 11:18:00,In Transit,155.3,150.0,3.35,5.9,0,4,1.9000000000000004,1,Mild,0.0,1.0,51.26083333333333,3,High Risk,52,174.2
SHP00739,P016,S007,R016,2024-12-21,2024-12-24 23:13:31,,Cancelled,140.4,200.0,19.67,3.8,0,4,0.0,0,,35.1,,,2,Medium Risk,20,393.4
SHP00740,P018,S008,R018,2024-10-01,2024-10-02 05:08:51,2024-10-02 21:32:24,Delivered,41.4,200.0,16.44,2.3,0,4,0.0,0,,13.8,1.0,16.3925,3,High Risk,70,1150.8
SHP00741,P007,S001,R012,2024-10-12,2024-10-13 23:57:24,2024-10-14 09:54:00,Delivered,57.9,150.0,12.06,13.2,0,4,9.2,1,Severe,0.0,1.0,9.943333333333332,4,High Risk,52,627.12
SHP00742,P018,S007,R008,2024-04-17,2024-04-20 01:55:48,2024-04-21 16:30:00,Delivered,112.5,400.0,16.44,16.3,0,4,12.3,1,Severe,0.0,1.0,38.57,5,Critical Risk,300,4932.0
SHP00743,P012,S001,R023,2024-02-24,2024-02-26 09:48:17,2024-02-28 07:36:36,Delivered,79.7,300.0,18.65,10.3,0,4,6.300000000000001,1,Severe,39.8,1.0,45.805277777777775,7,Critical Risk,225,4196.25
SHP00744,P019,S007,R005,2024-04-03,2024-04-06 04:08:20,2024-04-06 19:30:00,Delivered,91.5,300.0,9.85,22.2,8,12,10.2,1,Severe,0.0,1.0,15.36111111111111,4,High Risk,105,1034.25
SHP00745,P010,S002,R005,2024-01-31,2024-02-03 02:27:27,2024-02-06 08:21:36,In Transit,117.2,400.0,3.9,-18.0,-18,-15,0.0,0,,58.6,1.0,77.9025,5,Critical Risk,300,1170.0
SHP00746,P009,S010,R017,2024-06-05,2024-06-08 01:13:28,2024-06-09 00:48:00,Delivered,96.8,400.0,8.03,0.875,-1,2,0.0,0,,0.0,1.0,23.57555555555556,2,Medium Risk,40,321.2
SHP00747,P013,S010,R002,2024-04-22,2024-04-23 00:53:25,2024-04-24 06:46:48,Delivered,24.9,500.0,3.35,0.3,0,4,0.0,0,,16.6,1.0,29.889722222222225,4,High Risk,175,586.25
SHP00748,P013,S003,R002,2024-07-09,2024-07-09 22:05:11,2024-07-10 05:24:00,Delivered,29.4,300.0,3.35,2.4,0,4,0.0,0,,0.0,1.0,7.313611111111111,1,Medium Risk,30,100.5
SHP00749,P004,S002,R007,2024-11-01,2024-11-07 01:53:16,,Cancelled,104.2,200.0,11.42,5.7,2,6,0.0,0,,17.4,,,1,Medium Risk,20,228.4
SHP00750,P019,S008,R002,2024-01-25,2024-01-26 01:25:51,2024-01-25 23:30:00,Delivered,23.5,400.0,9.85,9.1,8,12,0.0,0,,0.0,0.0,0.0,0,Low Risk,0,0.0
SHP00751,P012,S003,R023,2024-12-11,2024-12-13 13:48:05,2024-12-13 09:51:36,In Transit,52.6,150.0,18.65,3.2,0,4,0.0,0,,0.0,0.0,0.0,0,Low Risk,0,0.0
SHP00752,P002,S005,R006,2024-03-18,2024-03-21 10:13:03,2024-03-23 06:03:36,Delivered,114.6,200.0,6.75,12.1,2,4,8.1,1,Severe,38.2,1.0,43.8425,8,Critical Risk,150,1012.5
SHP00753,P006,S009,R017,2024-11-07,2024-11-10 08:23:38,2024-11-10 21:30:00,Delivered,93.5,400.0,16.77,6.2,0,4,2.2,1,Mild,23.4,1.0,13.106111111111112,4,High Risk,140,2347.8
SHP00754,P013,S004,R007,2024-11-08,2024-11-14 03:08:01,2024-11-15 14:16:12,Delivered,165.7,50.0,3.35,6.2,0,4,2.2,1,Mild,82.8,1.0,35.13638888888889,5,Critical Risk,37,123.95
SHP00755,P003,S008,R004,2024-08-20,2024-08-20 09:14:45,2024-08-20 08:30:00,Delivered,8.5,100.0,18.91,3.5,2,6,0.0,0,,0.0,0.0,0.0,1,Medium Risk,10,189.1
SHP00756,P009,S008,R009,2024-08-14,2024-08-16 04:36:17,,Cancelled,71.0,250.0,8.03,-0.9,-1,2,0.0,0,,0.0,,,1,Medium Risk,25,200.75
SHP00757,P005,S008,R012,2024-09-19,2024-09-21 07:59:38,2024-09-22 00:30:00,Delivered,72.5,50.0,13.38,-4.4,0,4,4.4,1,Mild,12.1,1.0,16.50611111111111,2,Medium Risk,5,66.9
SHP00758,P008,S009,R001,2024-03-20,2024-03-22 01:04:45,2024-03-23 00:12:00,Delivered,72.2,400.0,19.33,0.3,0,4,0.0,0,,18.0,1.0,23.120833333333334,1,Medium Risk,40,773.2
SHP00759,P015,S008,R021,2024-09-30,2024-10-03 08:41:28,2024-10-04 21:36:00,Delivered,117.6,400.0,6.02,-0.5,0,4,0.5,1,Mild,29.4,1.0,36.90888888888889,5,Critical Risk,300,1806.0
SHP00760,P011,S010,R016,2024-04-18,2024-04-21 20:59:30,2024-04-23 01:12:00,Delivered,121.2,500.0,21.42,-0.5,-1,2,0.0,0,,0.0,1.0,28.20833333333333,3,High Risk,175,3748.5
SHP00761,P002,S010,R025,2024-07-13,2024-07-18 22:36:48,2024-07-18 21:42:00,Delivered,109.0,50.0,6.75,3.1500000000000004,2,4,0.0,0,,0.0,0.0,0.0,1,Medium Risk,5,33.75
SHP00762,P014,S005,R009,2024-11-21,2024-11-23 04:37:07,,Cancelled,50.6,500.0,16.04,14.7,13,15,0.0,0,,0.0,,,0,Low Risk,0,0.0
SHP00763,P009,S003,R027,2024-01-28,2024-01-28 12:07:55,,Cancelled,9.4,400.0,8.03,4.1,-1,2,2.1,1,Mild,0.0,,,2,Medium Risk,40,321.2
SHP00764,P006,S007,R012,2024-12-20,2024-12-22 06:43:37,2024-12-22 19:52:12,Delivered,61.7,150.0,16.77,11.8,0,4,7.800000000000001,1,Severe,30.8,1.0,13.143055555555556,6,Critical Risk,112,1878.24
SHP00765,P011,S001,R005,2024-08-22,2024-08-25 09:44:01,2024-08-27 00:24:00,Delivered,120.4,50.0,21.42,-5.4,-1,2,4.4,1,Mild,30.1,1.0,38.66638888888889,6,Critical Risk,37,792.54
SHP00766,P019,S002,R002,2024-04-21,2024-04-21 22:03:17,2024-04-22 10:19:12,Delivered,31.2,200.0,9.85,3.3,8,12,4.7,1,Mild,7.8,1.0,12.265277777777778,4,High Risk,70,689.5
SHP00767,P001,S006,R027,2024-07-05,2024-07-05 12:07:17,2024-07-05 08:42:00,Delivered,8.7,500.0,16.53,16.3,2,4,12.3,1,Severe,1.7,0.0,0.0,4,High Risk,175,2892.75
SHP00768,P018,S007,R017,2024-06-20,2024-06-22 21:43:00,2024-06-22 15:00:00,Delivered,63.0,400.0,16.44,2.4,0,4,0.0,0,,12.6,0.0,0.0,0,Low Risk,0,0.0
SHP00769,P014,S005,R023,2024-11-13,2024-11-15 19:46:34,,Cancelled,92.9,100.0,16.04,14.7,13,15,0.0,0,,0.0,,,0,Low Risk,0,0.0
SHP00770,P004,S008,R024,2024-11-15,2024-11-19 07:45:04,2024-11-21 20:54:00,Delivered,164.9,250.0,11.42,2.1,2,6,0.0,0,,66.0,1.0,61.14888888888889,5,Critical Risk,187,2135.54
SHP00771,P015,S009,R013,2024-02-28,2024-03-05 12:23:45,2024-03-04 23:18:00,Delivered,143.3,400.0,6.02,18.2,0,4,14.2,1,Severe,47.8,0.0,0.0,5,Critical Risk,300,1806.0
SHP00772,P013,S001,R012,2024-04-24,2024-04-26 01:16:22,2024-04-26 17:07:12,Delivered,59.2,400.0,3.35,3.6,0,4,0.0,0,,0.0,1.0,15.84722222222222,1,Medium Risk,40,134.0
SHP00773,P014,S001,R001,2024-01-14,2024-01-16 01:53:40,2024-01-16 10:22:12,In Transit,44.9,400.0,16.04,9.0,13,15,4.0,1,Mild,18.0,1.0,8.475555555555555,4,High Risk,140,2245.6
SHP00774,P013,S001,R026,2024-10-22,2024-10-25 03:29:53,2024-10-25 03:54:00,Delivered,75.9,150.0,3.35,5.9,0,4,1.9000000000000004,1,Mild,0.0,1.0,0.4019444444444444,1,Medium Risk,15,50.25
SHP00775,P005,S009,R004,2024-11-19,2024-11-19 08:21:51,2024-11-19 13:23:24,Delivered,87.2,200.0,13.38,17.5,0,4,13.5,1,Severe,21.8,1.0,5.025833333333333,5,Critical Risk,150,2007.0
SHP00776,P001,S007,R001,2024-11-17,2024-11-18 23:44:21,2024-11-20 03:47:24,Delivered,68.9,400.0,16.53,3.9,2,4,0.0,0,,0.0,1.0,28.050833333333333,3,High Risk,140,2314.2
SHP00777,P015,S006,R006,2024-05-02,2024-05-05 12:39:08,2024-05-06 16:30:00,Delivered,112.5,400.0,6.02,-1.2,0,4,1.2,1,Mild,0.0,1.0,27.84777777777778,3,High Risk,140,842.8
SHP00778,P003,S003,R021,2024-01-12,2024-01-15 10:27:46,2024-01-16 05:24:00,Delivered,101.4,100.0,18.91,4.4,2,6,0.0,0,,0.0,1.0,18.93722222222222,2,Medium Risk,10,189.1
SHP00779,P003,S002,R016,2024-07-04,2024-07-07 16:13:07,2024-07-09 16:06:00,In Transit,136.1,100.0,18.91,8.9,2,6,2.9000000000000004,1,Mild,0.0,1.0,47.881388888888885,4,High Risk,35,661.85
SHP00780,P011,S008,R026,2024-03-23,2024-03-25 15:10:01,2024-03-25 14:36:00,Delivered,62.6,50.0,21.42,0.8,-1,2,0.0,0,,0.0,0.0,0.0,1,Medium Risk,5,107.1
SHP00781,P016,S010,R020,2024-10-06,2024-10-11 22:06:31,2024-10-10 12:24:00,Delivered,108.4,50.0,19.67,2.4,0,4,0.0,0,,54.2,0.0,0.0,2,Medium Risk,5,98.35
SHP00782,P012,S002,R007,2024-01-16,2024-01-21 08:06:13,2024-01-22 06:35:24,Delivered,136.9,500.0,18.65,12.4,0,4,8.4,1,Severe,0.0,1.0,22.48638888888889,4,High Risk,175,3263.75
SHP00783,P018,S005,R015,2024-09-10,2024-09-11 16:28:55,2024-09-12 17:16:48,Delivered,40.8,250.0,16.44,0.8,0,4,0.0,0,,20.4,1.0,24.79805555555556,4,High Risk,87,1430.28
SHP00784,P019,S005,R006,2024-04-15,2024-04-18 17:10:58,,Cancelled,133.1,300.0,9.85,11.0,8,12,0.0,0,,44.4,,,2,Medium Risk,30,295.5
SHP00785,P007,S010,R012,2024-07-10,2024-07-12 06:41:27,2024-07-13 02:30:00,Delivered,74.5,250.0,12.06,18.6,0,4,14.6,1,Severe,0.0,1.0,19.809166666666663,4,High Risk,87,1049.22
SHP00786,P017,S006,R013,2024-01-16,2024-01-22 22:34:02,2024-01-21 13:36:00,Delivered,133.6,200.0,21.86,1.0,0,4,0.0,0,,0.0,0.0,0.0,0,Low Risk,0,0.0
SHP00787,P011,S002,R001,2024-06-12,2024-06-14 05:13:42,2024-06-14 17:48:00,In Transit,65.8,200.0,21.42,-0.0,-1,2,0.0,0,,0.0,1.0,12.571666666666667,2,Medium Risk,20,428.4
SHP00788,P007,S009,R007,2024-02-22,2024-02-27 20:54:07,2024-03-03 17:26:24,In Transit,160.9,400.0,12.06,-2.6,0,4,2.6,1,Mild,53.6,1.0,116.53805555555556,5,Critical Risk,300,3618.0
SHP00789,P011,S004,R007,2024-01-26,2024-01-31 15:17:33,,Cancelled,185.9,150.0,21.42,-0.6,-1,2,0.0,0,,74.4,,,3,High Risk,52,1113.84
SHP00790,P019,S001,R010,2024-01-10,2024-01-14 00:58:00,,Cancelled,113.7,400.0,9.85,20.6,8,12,8.600000000000001,1,Severe,56.8,,,5,Critical Risk,300,2955.0
SHP00791,P002,S006,R021,2024-01-09,2024-01-12 02:58:12,2024-01-12 14:03:36,Delivered,66.2,400.0,6.75,8.5,2,4,4.5,1,Mild,0.0,1.0,11.09,3,High Risk,140,945.0
SHP00792,P002,S007,R010,2024-12-22,2024-12-25 18:41:32,2024-12-28 07:01:48,Delivered,137.3,100.0,6.75,17.6,2,4,13.6,1,Severe,0.0,1.0,60.33777777777778,6,Critical Risk,75,506.25
SHP00793,P005,S002,R011,2024-12-18,2024-12-20 11:01:09,2024-12-21 09:48:00,Delivered,81.8,50.0,13.38,-1.1,0,4,1.1,1,Mild,13.6,1.0,22.780833333333334,2,Medium Risk,5,66.9
SHP00794,P002,S002,R002,2024-06-04,2024-06-04 22:41:15,2024-06-04 21:07:12,Delivered,19.2,150.0,6.75,5.0,2,4,1.0,1,Mild,7.7,0.0,0.0,4,High Risk,52,351.0
SHP00795,P005,S010,R028,2024-07-30,2024-08-02 01:30:26,2024-08-02 16:48:00,Delivered,88.8,500.0,13.38,1.9,0,4,0.0,0,,88.8,1.0,15.292777777777776,3,High Risk,175,2341.5
SHP00796,P016,S004,R003,2024-05-15,2024-05-21 01:03:15,2024-05-22 19:36:00,Delivered,187.6,200.0,19.67,7.9,0,4,3.9,1,Mild,0.0,1.0,42.54583333333333,3,High Risk,70,1376.9
SHP00797,P002,S004,R001,2024-12-09,2024-12-11 06:13:07,2024-12-10 23:24:00,Delivered,47.4,300.0,6.75,2.4,2,4,0.0,0,,11.8,0.0,0.0,1,Medium Risk,30,202.5
SHP00798,P005,S009,R004,2024-03-07,2024-03-07 08:19:05,2024-03-07 17:22:48,Delivered,7.9,400.0,13.38,14.6,0,4,10.6,1,Severe,1.3,1.0,9.061944444444444,4,High Risk,140,1873.2
SHP00799,P010,S010,R021,2024-02-22,2024-02-25 15:03:21,2024-02-25 06:06:00,In Transit,71.0,150.0,3.9,-15.3,-18,-15,0.0,0,,0.0,0.0,0.0,1,Medium Risk,15,58.5
SHP00800,P015,S006,R009,2024-03-01,2024-03-03 03:59:54,2024-03-04 10:54:00,Delivered,82.9,300.0,6.02,2.0,0,4,0.0,0,,33.2,1.0,30.901666666666667,4,High Risk,105,632.1
SHP00801,P002,S007,R024,2024-08-04,2024-08-08 09:40:16,2024-08-08 06:12:00,Delivered,102.2,400.0,6.75,3.2,2,4,0.0,0,,0.0,0.0,0.0,1,Medium Risk,40,270.0
SHP00802,P004,S004,R004,2024-01-28,2024-01-28 08:39:44,2024-01-28 12:18:00,Delivered,12.3,400.0,11.42,3.1,2,6,0.0,0,,0.0,1.0,3.637777777777778,1,Medium Risk,40,456.8
SHP00803,P009,S008,R007,2024-03-28,2024-04-02 11:23:59,2024-04-04 16:06:00,Delivered,184.1,100.0,8.03,1.2,-1,2,0.0,0,,184.1,1.0,52.70027777777778,5,Critical Risk,75,602.25
SHP00804,P010,S004,R006,2024-06-10,2024-06-13 11:42:50,2024-06-14 18:30:00,Delivered,114.5,500.0,3.9,-15.1,-18,-15,0.0,0,,0.0,1.0,30.78611111111111,3,High Risk,175,682.5
SHP00805,P009,S002,R006,2024-12-13,2024-12-16 09:02:32,2024-12-17 23:54:00,Delivered,119.9,200.0,8.03,-1.0,-1,2,0.0,0,,0.0,1.0,38.85777777777778,3,High Risk,70,562.1
SHP00806,P019,S005,R027,2024-04-26,2024-04-26 10:33:20,2024-04-26 13:06:00,Delivered,13.1,300.0,9.85,9.2,8,12,0.0,0,,5.2,1.0,2.5444444444444443,2,Medium Risk,30,295.5
SHP00807,P018,S005,R022,2024-09-06,2024-09-11 05:33:56,2024-09-12 13:10:12,Delivered,120.9,500.0,16.44,1.3,0,4,0.0,0,,0.0,1.0,31.604444444444443,2,Medium Risk,50,822.0
SHP00808,P001,S003,R014,2024-04-22,2024-04-25 19:28:24,2024-04-27 04:06:00,Delivered,124.1,400.0,16.53,3.5,2,4,0.0,0,,31.0,1.0,32.626666666666665,3,High Risk,140,2314.2
SHP00809,P013,S002,R009,2024-11-16,2024-11-18 12:46:00,2024-11-19 00:12:00,Delivered,72.2,250.0,3.35,14.7,0,4,10.7,1,Severe,28.9,1.0,11.433333333333334,6,Critical Risk,187,626.45
SHP00810,P013,S010,R014,2024-05-21,2024-05-24 17:35:36,,Cancelled,97.9,400.0,3.35,2.4,0,4,0.0,0,,0.0,,,0,Low Risk,0,0.0
SHP00811,P012,S005,R004,2024-01-05,2024-01-05 08:50:30,2024-01-05 09:48:00,Delivered,9.8,150.0,18.65,3.9,0,4,0.0,0,,0.0,1.0,0.9583333333333334,0,Low Risk,0,0.0
SHP00812,P010,S001,R015,2024-01-21,2024-01-22 15:37:22,2024-01-22 10:36:00,Delivered,34.6,300.0,3.9,-18.0,-18,-15,0.0,0,,11.5,0.0,0.0,3,High Risk,105,409.5
SHP00813,P005,S006,R010,2024-09-14,2024-09-17 23:27:29,2024-09-18 19:12:00,Delivered,115.2,200.0,13.38,1.1,0,4,0.0,0,,0.0,1.0,19.74194444444445,1,Medium Risk,20,267.6
SHP00814,P002,S008,R012,2024-05-07,2024-05-09 04:54:02,,Cancelled,71.2,250.0,6.75,10.9,2,4,6.9,1,Severe,53.4,,,6,Critical Risk,187,1262.25
SHP00815,P019,S007,R022,2024-06-14,2024-06-18 21:51:42,2024-06-23 10:12:00,Delivered,174.0,200.0,9.85,9.7,8,12,0.0,0,,69.6,1.0,108.33833333333334,4,High Risk,70,689.5
SHP00816,P015,S009,R006,2024-07-11,2024-07-14 23:04:27,2024-07-16 01:24:00,In Transit,121.4,300.0,6.02,2.8,0,4,0.0,0,,0.0,1.0,26.32583333333333,2,Medium Risk,30,180.6
SHP00817,P014,S008,R001,2024-10-13,2024-10-15 05:42:53,2024-10-14 16:00:00,Delivered,40.0,200.0,16.04,14.8,13,15,0.0,0,,16.0,0.0,0.0,2,Medium Risk,20,320.8
SHP00818,P018,S010,R010,2024-01-28,2024-01-31 16:57:03,2024-02-02 01:24:00,Delivered,121.4,500.0,16.44,3.2,0,4,0.0,0,,0.0,1.0,32.44916666666666,2,Medium Risk,50,822.0
SHP00819,P004,S006,R020,2024-02-19,2024-02-24 23:17:11,,Cancelled,196.5,50.0,11.42,13.1,2,6,7.1,1,Severe,65.5,,,6,Critical Risk,37,422.54
SHP00820,P016,S003,R008,2024-12-11,2024-12-14 03:27:06,2024-12-15 14:59:24,Delivered,100.9,200.0,19.67,-1.2,0,4,1.2,1,Mild,0.0,1.0,35.538333333333334,3,High Risk,70,1376.9
SHP00821,P004,S009,R004,2024-05-06,2024-05-06 08:29:50,2024-05-06 10:08:24,In Transit,7.8,100.0,11.42,2.2,2,6,0.0,0,,2.6,1.0,1.6427777777777777,3,High Risk,35,399.7
SHP00822,P008,S009,R009,2024-11-09,2024-11-11 12:20:15,2024-11-12 07:31:48,Delivered,72.3,150.0,19.33,2.5,0,4,0.0,0,,0.0,1.0,19.1925,1,Medium Risk,15,289.95
SHP00823,P006,S009,R024,2024-12-24,2024-12-28 15:48:17,2024-12-29 12:24:00,Delivered,132.4,250.0,16.77,-3.0,0,4,3.0,1,Mild,0.0,1.0,20.595277777777778,2,Medium Risk,25,419.25
SHP00824,P015,S007,R027,2024-08-05,2024-08-05 10:48:18,2024-08-05 09:54:00,Delivered,9.9,50.0,6.02,2.3,0,4,0.0,0,,0.0,0.0,0.0,0,Low Risk,0,0.0
SHP00825,P002,S006,R005,2024-08-27,2024-08-30 09:05:38,2024-08-31 21:12:00,Delivered,117.2,200.0,6.75,3.0,2,4,0.0,0,,39.1,1.0,36.10611111111111,5,Critical Risk,150,1012.5
SHP00826,P017,S002,R006,2024-12-01,2024-12-04 20:02:42,2024-12-04 14:14:24,Delivered,78.4,150.0,21.86,3.4,0,4,0.0,0,,13.1,0.0,0.0,0,Low Risk,0,0.0
SHP00827,P013,S002,R027,2024-11-26,2024-11-26 12:15:46,2024-11-26 13:58:12,Delivered,12.7,250.0,3.35,2.8,0,4,0.0,0,,4.2,1.0,1.7072222222222222,2,Medium Risk,25,83.75
SHP00828,P019,S006,R019,2024-11-12,2024-11-13 13:53:53,2024-11-14 09:36:00,In Transit,57.6,500.0,9.85,16.0,8,12,4.0,1,Mild,28.8,1.0,19.701944444444443,4,High Risk,175,1723.75
SHP00829,P008,S004,R004,2024-03-30,2024-03-30 08:21:05,2024-03-31 00:38:24,Delivered,11.2,250.0,19.33,10.6,0,4,6.6,1,Severe,0.0,1.0,16.288611111111113,4,High Risk,87,1681.71
SHP00830,P012,S010,R021,2024-01-16,2024-01-19 06:28:03,2024-01-21 11:00:36,In Transit,119.1,200.0,18.65,4.0,0,4,0.0,0,,29.8,1.0,52.5425,4,High Risk,70,1305.5
SHP00831,P010,S004,R007,2024-03-23,2024-03-28 16:03:46,2024-03-31 00:16:12,Delivered,147.9,100.0,3.9,-17.9,-18,-15,0.0,0,,49.3,1.0,56.20722222222222,5,Critical Risk,75,292.5
SHP00832,P012,S007,R019,2024-10-06,2024-10-07 16:02:48,2024-10-08 16:34:12,Delivered,58.7,500.0,18.65,16.6,0,4,12.6,1,Severe,39.1,1.0,24.523333333333333,7,Critical Risk,375,6993.75
SHP00833,P016,S009,R012,2024-07-01,2024-07-03 04:07:53,,Cancelled,63.6,400.0,19.67,1.7,0,4,0.0,0,,10.6,,,0,Low Risk,0,0.0
SHP00834,P017,S005,R004,2024-03-01,2024-03-01 07:48:37,2024-03-01 09:48:00,Delivered,9.8,250.0,21.86,3.3,0,4,0.0,0,,0.0,1.0,1.9897222222222224,0,Low Risk,0,0.0
SHP00835,P012,S002,R028,2024-03-21,2024-03-23 17:27:22,2024-03-25 21:28:48,Delivered,106.8,250.0,18.65,18.4,0,4,14.4,1,Severe,0.0,1.0,52.02388888888889,5,Critical Risk,187,3487.55
SHP00836,P004,S010,R016,2024-05-14,2024-05-17 13:05:33,,Cancelled,117.7,50.0,11.42,5.6,2,6,0.0,0,,0.0,,,1,Medium Risk,5,57.1
SHP00837,P011,S001,R008,2024-09-09,2024-09-12 15:39:15,,Cancelled,66.0,100.0,21.42,-6.8,-1,2,5.8,1,Severe,13.2,,,4,High Risk,35,749.7
SHP00838,P003,S009,R016,2024-03-07,2024-03-10 13:15:39,2024-03-10 18:24:00,Delivered,90.4,400.0,18.91,4.6,2,6,0.0,0,,54.2,1.0,5.139166666666667,3,High Risk,140,2647.4
SHP00839,P002,S001,R025,2024-04-10,2024-04-15 23:56:29,2024-04-17 05:08:24,In Transit,157.4,400.0,6.75,-3.7,2,4,5.7,1,Severe,31.5,1.0,29.198611111111116,6,Critical Risk,300,2025.0
SHP00840,P018,S003,R004,2024-08-12,2024-08-12 08:43:41,2024-08-12 11:40:48,Delivered,7.3,50.0,16.44,1.4,0,4,0.0,0,,4.9,1.0,2.9519444444444445,2,Medium Risk,5,82.2
SHP00841,P008,S007,R024,2024-10-01,2024-10-06 02:49:04,2024-10-06 14:12:00,Delivered,134.2,150.0,19.33,-5.5,0,4,5.5,1,Severe,33.6,1.0,11.382222222222222,6,Critical Risk,112,2164.96
SHP00842,P012,S010,R021,2024-05-05,2024-05-08 03:30:19,2024-05-10 03:42:00,Delivered,123.7,200.0,18.65,-5.5,0,4,5.5,1,Severe,41.2,1.0,48.19472222222223,7,Critical Risk,150,2797.5
SHP00843,P008,S008,R023,2024-06-03,2024-06-05 18:16:13,2024-06-06 21:06:00,In Transit,93.1,100.0,19.33,-4.4,0,4,4.4,1,Mild,0.0,1.0,26.829722222222223,3,High Risk,35,676.55
SHP00844,P020,S008,R009,2024-02-10,2024-02-12 04:34:09,2024-02-14 17:57:36,Delivered,51.8,200.0,23.51,3.0,0,4,0.0,0,,0.0,1.0,61.39083333333333,2,Medium Risk,20,470.2
SHP00845,P005,S001,R008,2024-12-23,2024-12-26 12:49:35,2024-12-31 02:55:12,In Transit,88.6,250.0,13.38,3.3,0,4,0.0,0,,35.4,1.0,110.09361111111112,4,High Risk,87,1164.06
SHP00846,P003,S001,R009,2024-11-08,2024-11-10 03:17:48,2024-11-10 11:30:00,In Transit,59.5,400.0,18.91,2.9,2,6,0.0,0,,29.8,1.0,8.203333333333333,4,High Risk,140,2647.4
SHP00847,P010,S001,R018,2024-06-27,2024-06-28 08:07:48,,Cancelled,44.0,250.0,3.9,-15.5,-18,-15,0.0,0,,0.0,,,1,Medium Risk,25,97.5
SHP00848,P001,S006,R024,2024-11-14,2024-11-18 14:45:54,2024-11-19 14:58:12,Delivered,122.7,400.0,16.53,4.7,2,4,0.7000000000000002,1,Mild,49.1,1.0,24.205,6,Critical Risk,300,4959.0
